,taxon_name_w_authors,v10_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
2817,Acalypha brasiliensis var. asterotricha Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis,Acalypha brasiliensis subsp. asterotricha (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
2820,Acalypha brasiliensis var. angustifolia Pax & K.Hoffm.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis,Acalypha brasiliensis subsp. psilophylla (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
2821,Acalypha brasiliensis var. brevipes Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis,Acalypha brasiliensis subsp. psilophylla (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
2822,Acalypha brasiliensis f. cordata Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis,Acalypha brasiliensis subsp. asterotricha (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
2823,Acalypha brasiliensis var. cordata (Müll.Arg.) Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis,Acalypha brasiliensis subsp. asterotricha (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
2824,Acalypha brasiliensis var. glabrata Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis,Acalypha brasiliensis subsp. psilophylla (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
2825,Acalypha brasiliensis var. longipes Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis,Acalypha brasiliensis subsp. psilophylla (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
2826,Acalypha brasiliensis var. maxima Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis Müll.Arg.,Acalypha brasiliensis,Acalypha brasiliensis subsp. asterotricha (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
3091,Acalypha integrifolia var. crateriana Coode,Acalypha marginata (Poir.) Spreng.,Acalypha marginata (Poir.) Spreng.,Acalypha marginata (Poir.) Spreng.,Acalypha marginata,Acalypha crateriana (Coode) I.Montero & Cardiel,Acalypha crateriana
3144,Acalypha dupraeana var. sylvicola Baill.,Acalypha oxyodonta (Müll.Arg.) Müll.Arg.,Acalypha oxyodonta (Müll.Arg.) Müll.Arg.,Acalypha amblyodonta (Müll.Arg.) Müll.Arg.,Acalypha amblyodonta,Acalypha brasiliensis subsp. psilophylla (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
3188,Acalypha reticulata var. meiodonta (Baill.) Leandri,Acalypha pervilleana Baill.,Acalypha pervilleana Baill.,Acalypha pervilleana Baill.,Acalypha pervilleana,Acalypha urophylla Baill.,Acalypha urophylla
3189,Acalypha reticulata f. andronea Leandri,Acalypha pervilleana Baill.,Acalypha pervilleana Baill.,Acalypha pervilleana Baill.,Acalypha pervilleana,Acalypha urophylla Baill.,Acalypha urophylla
3192,Acalypha meiodonta Baill.,Acalypha pervilleana Baill.,Acalypha pervilleana Baill.,Acalypha pervilleana Baill.,Acalypha pervilleana,Acalypha urophylla Baill.,Acalypha urophylla
3239,Acalypha andringitrensis Leandri,Acalypha radula Baker,Acalypha radula Baker,Acalypha radula Baker,Acalypha radula,Acalypha andringitrensis Leandri,Acalypha andringitrensis
3366,Acalypha major Baill.,Acalypha weddelliana Baill.,Acalypha weddelliana Baill.,Acalypha accedens Müll.Arg.,Acalypha accedens,Acalypha brasiliensis subsp. psilophylla (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
3368,Acalypha brasiliensis var. psilophylla Müll.Arg.,Acalypha weddelliana Baill.,Acalypha weddelliana Baill.,Acalypha accedens Müll.Arg.,Acalypha accedens,Acalypha brasiliensis subsp. psilophylla (Müll.Arg.) Cardiel & A.A.C.Sousa,Acalypha brasiliensis
3523,Acorus nilghirensis Schott,Acorus calamus var. calamus,Acorus calamus var. calamus,Acorus calamus L.,Acorus calamus,Acorus verus (L.) Raf.,Acorus verus
3526,Acorus griffithii Schott,Acorus calamus var. calamus,Acorus calamus var. calamus,Acorus calamus L.,Acorus calamus,Acorus verus (L.) Raf.,Acorus verus
3527,Acorus calamus var. verus L.,Acorus calamus var. calamus,Acorus calamus var. calamus,Acorus calamus L.,Acorus calamus,Acorus verus (L.) Raf.,Acorus verus
3531,Acorus commutatus Schott,Acorus calamus var. calamus,Acorus calamus var. calamus,Acorus calamus L.,Acorus calamus,Acorus verus (L.) Raf.,Acorus verus
3838,Aerangis venusta Schltr.,Aerangis articulata (Rchb.f.) Schltr.,Aerangis articulata (Rchb.f.) Schltr.,Aerangis articulata (Rchb.f.) Schltr.,Aerangis articulata,Aerangis modesta (Hook.f.) Schltr.,Aerangis modesta
3855,Aerangis alata H.Perrier,Aerangis ellisii (B.S.Williams) Schltr.,Aerangis ellisii (B.S.Williams) Schltr.,Aerangis ellisii (B.S.Williams) Schltr.,Aerangis ellisii,Aerangis cryptodon (Rchb.f.) Schltr.,Aerangis cryptodon
4057,Agathis philippensis Warb.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara,Agathis alba (Rumph. ex Valmont) Oken,Agathis alba
4058,Dammara alba var. celebica Hassk.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara,Agathis alba (Rumph. ex Valmont) Oken,Agathis alba
4059,Agathis regia Warb.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara,Agathis alba (Rumph. ex Valmont) Oken,Agathis alba
4060,Dammara orientalis var. alba C.Knight,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara,Agathis alba (Rumph. ex Valmont) Oken,Agathis alba
4061,Agathis hamii Meijer Drees,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara,Agathis alba (Rumph. ex Valmont) Oken,Agathis alba
4062,Dammara celebica Koord.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara,Agathis alba (Rumph. ex Valmont) Oken,Agathis alba
4063,Agathis celebica (Koord.) Warb.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara,Agathis alba (Rumph. ex Valmont) Oken,Agathis alba
4064,Dammara orientalis var. pallens Carrière,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara,Agathis alba (Rumph. ex Valmont) Oken,Agathis alba
4067,Dammara rumphii C.Presl,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara (Lamb.) Poir.,Agathis dammara,Agathis alba (Rumph. ex Valmont) Oken,Agathis alba
4445,Ajuga pyramidalis f. albida Svanlund,Ajuga pyramidalis L.,Ajuga pyramidalis L.,Ajuga pyramidalis L.,Ajuga pyramidalis,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis
4454,Ajuga nanti Boreau,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis,Ajuga reptans L.,Ajuga reptans
4457,Ajuga vulgaris subsp. pyramidalis (L.) Rouy,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis,Ajuga pyramidalis L.,Ajuga pyramidalis
4458,Ajuga genevensis subsp. pyramidalis (L.) Bonnier & Layens,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis subsp. pyramidalis,Ajuga pyramidalis,Ajuga pyramidalis L.,Ajuga pyramidalis
4602,Alchornea iricurana f. villosula Pax & K.Hoffm.,Alchornea glandulosa subsp. glandulosa,Alchornea glandulosa subsp. glandulosa,Alchornea glandulosa subsp. glandulosa,Alchornea glandulosa,Alchornea glandulosa subsp. iricurana (Casar.) Secco,Alchornea glandulosa
4861,Alnus incana var. lobata Wittr.,Alnus incana (L.) Moench,Alnus incana (L.) Moench,Alnus incana (L.) Moench,Alnus incana,Alnus incana subsp. incana,Alnus incana
4894,Alnus maritima subsp. georgiensis J.A.Schrad. & W.R.Graves,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima,Alnus maritima subsp. georgiensis J.A.Schrad. & W.R.Graves,Alnus maritima
4895,Alnus maritima subsp. oklahomensis J.A.Schrad. & W.R.Graves,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima,Alnus maritima subsp. oklahomensis J.A.Schrad. & W.R.Graves,Alnus maritima
4897,Alnus oblongata var. oblonga Regel,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima,Alnus maritima subsp. maritima,Alnus maritima
5258,Alyxia loeseneriana var. macrocarpa Boiteau,Alyxia loeseneriana Schltr.,Alyxia loeseneriana Schltr.,Alyxia loeseneriana Schltr.,Alyxia loeseneriana,Alyxia paniensis Lannuzel,Alyxia paniensis
5322,Alyxia sharpei P.I.Forst.,Alyxia ruscifolia R.Br.,Alyxia ruscifolia R.Br.,Alyxia ruscifolia R.Br.,Alyxia ruscifolia,Alyxia sharpei P.I.Forst.,Alyxia sharpei
5671,Amsonia arenaria Standl.,Amsonia tomentosa var. stenophylla Kearney & Peebles,Amsonia tomentosa var. stenophylla Kearney & Peebles,Amsonia tomentosa var. stenophylla Kearney & Peebles,Amsonia tomentosa,Amsonia arenaria Standl.,Amsonia arenaria
5718,Orchis coriophora f. alba E.G.Camus,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5719,Orchis nervulosa Sakalo,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5720,Orchis coriophora f. virescens E.G.Camus,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5721,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5723,Orchis coriophora var. inodora DC.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5724,Anacamptis coriophora f. virescens (E.G.Camus) F.M.Vázquez,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5725,Orchis coriophora var. cimicina (Crantz) Arcang.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5727,Orchis fragrans f. grandiflora Rchb.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5728,Orchis coriophora var. odorata Ten. ex Rchb.f.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5729,Anteriorchis coriophora var. martrinii (Timb.-Lagr.) P.Delforge,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5730,Orchis coriophora f. nana W.Zimm.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5731,Anteriorchis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5732,Orchis coriophora f. borosiana Soó,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5733,Anteriorchis fragrans f. apricorum (Duffort) P.Delforge,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5734,Orchis coriophora var. cibiniensis Schur,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5735,Orchis polliniana Spreng.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5736,Orchis coriophora var. latifolia Tinant,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5737,Orchis martrinii Timb.-Lagr.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5738,Orchis coriophora var. martrinii (Timb.-Lagr.) Gaut.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5739,Orchis coriophora var. sennenii A.Camus,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5740,Orchis fragrans var. apricorum Duffort,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5741,Orchis fragrans Pollini,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5742,Orchis coriophora var. symphypetala Brot.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5743,Herorchis coriophora subsp. martrinii (Timb.-Lagr.) D.Tyteca & E.Klein,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5744,Orchis cimicina Crantz,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5746,Orchis coreosmus St.-Lag.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5748,Anacamptis coriophora var. martrinii (Timb.-Lagr.) Kreutz,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5749,Orchis coriophora var. carpetana Willk.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. carpetana (Willk.) Bernardos,Anacamptis coriophora
5750,Orchis coriophora proles martrinii (Timb.-Lagr.) Rouy,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
5751,Orchis coriophora var. dolichoceras Maire,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5752,Orchis coriophora var. elongata Maire,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5753,Orchis coriophora subsp. cimicina (Crantz) Arcang.,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. coriophora,Anacamptis coriophora
5754,Orchis coriophora var. lusciniarum Maire,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5755,Orchis coriophora var. major E.G.Camus,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis fragrans (Pollini) R.M.Bateman,Anacamptis fragrans
5756,Orchis coriophora subsp. martrinii (Timb.-Lagr.) Nyman,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase","Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",Anacamptis coriophora,Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.,Anacamptis coriophora
