,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
368339,Gnaphalium obtusifolium var. saxicola (Fassett) Cronquist,Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Pseudognaphalium obtusifolium,Pseudognaphalium saxicola (Fassett) H.E.Ballard & Feller,Pseudognaphalium saxicola
368340,Pseudognaphalium obtusifolium subsp. saxicola (Fassett) Kartesz,Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Pseudognaphalium obtusifolium,Pseudognaphalium saxicola (Fassett) H.E.Ballard & Feller,Pseudognaphalium saxicola
368341,Pseudognaphalium saxicola (Fassett) H.E.Ballard & Feller,Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Pseudognaphalium obtusifolium,Pseudognaphalium saxicola (Fassett) H.E.Ballard & Feller,Pseudognaphalium saxicola
368576,Lycopodium serratum var. myriophyllifolium Hayata,Huperzia serrata (Thunb.) Trevis.,Huperzia serrata (Thunb.) Trevis.,Huperzia serrata (Thunb.) Trevis.,Huperzia serrata,Huperzia myriophyllifolia (Hayata) Holub,Huperzia myriophyllifolia
368960,Linaria spuria subsp. elatiniflora (Wahlenb.) Nyman,Kickxia elatine subsp. sieberi (Rchb.) Hayek,Kickxia elatine subsp. sieberi (Rchb.) Hayek,Kickxia elatine subsp. sieberi (Rchb.) Hayek,Kickxia elatine,Kickxia elatine subsp. elatine,Kickxia elatine
369544,Alchemilla occidentalis Nutt.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis,Alchemilla occidentalis Nutt.,Alchemilla occidentalis
369555,Alchemilla cuneifolia Nutt.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis,Alchemilla occidentalis Nutt.,Alchemilla occidentalis
369558,Aphanes cuneifolia (Nutt.) Rydb.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis,Alchemilla occidentalis Nutt.,Alchemilla occidentalis
369588,Alchemilla alpina var. debilicaulis Buser,Alchemilla alpina L.,Alchemilla alpina L.,Alchemilla alpina L.,Alchemilla alpina,Alchemilla debilicaulis (Buser) Buser,Alchemilla debilicaulis
369661,Alchemilla filicaulis var. minima (Walters) Rothm.,Alchemilla filicaulis Buser,Alchemilla filicaulis Buser,Alchemilla filicaulis Buser,Alchemilla filicaulis,Alchemilla minima Walters,Alchemilla minima
369669,Alchemilla minima Walters,Alchemilla filicaulis Buser,Alchemilla filicaulis Buser,Alchemilla filicaulis Buser,Alchemilla filicaulis,Alchemilla minima Walters,Alchemilla minima
370995,Crataegus punctata var. brevispina Douglas ex Hook.,Crataegus douglasii Lindl.,Crataegus douglasii Lindl.,Crataegus douglasii Lindl.,Crataegus douglasii,Crataegus rhodamae-loveae T.A.Dickinson,Crataegus rhodamae-loveae
371046,Crataegus douglasii var. suksdorfii Sarg.,Crataegus gaylussacia A.Heller,Crataegus gaylussacia A.Heller,Crataegus gaylussacia A.Heller,Crataegus gaylussacia,Crataegus suksdorfii (Sarg.) Kruschke,Crataegus suksdorfii
371047,Crataegus suksdorfii (Sarg.) Kruschke,Crataegus gaylussacia A.Heller,Crataegus gaylussacia A.Heller,Crataegus gaylussacia A.Heller,Crataegus gaylussacia,Crataegus suksdorfii (Sarg.) Kruschke,Crataegus suksdorfii
371080,Crataegus intricata var. rubella (Beadle) Kruschke,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata,Crataegus rubella Beadle,Crataegus rubella
371081,Crataegus apposita Sarg.,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata,Crataegus rubella Beadle,Crataegus rubella
371082,Crataegus intricata var. straminea (Beadle) E.J.Palmer,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata,Crataegus rubella Beadle,Crataegus rubella
371083,Crataegus intricata f. straminea (Beadle) Kruschke,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata,Crataegus rubella Beadle,Crataegus rubella
371092,Crataegus rubella Beadle,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata,Crataegus rubella Beadle,Crataegus rubella
371107,Crataegus straminea Beadle,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata Lange,Crataegus intricata,Crataegus rubella Beadle,Crataegus rubella
371636,Filipendula palmata f. nuda (Grubov) T.Shimizu,Filipendula digitata (Willd.) Bergmans,Filipendula digitata (Willd.) Bergmans,Filipendula digitata (Willd.) Bergmans,Filipendula digitata,Filipendula glaberrima Nakai,Filipendula glaberrima
371638,Filipendula palmata var. nuda (Grubov) Popov,Filipendula digitata (Willd.) Bergmans,Filipendula digitata (Willd.) Bergmans,Filipendula digitata (Willd.) Bergmans,Filipendula digitata,Filipendula glaberrima Nakai,Filipendula glaberrima
371645,Filipendula nuda Grubov,Filipendula digitata (Willd.) Bergmans,Filipendula digitata (Willd.) Bergmans,Filipendula digitata (Willd.) Bergmans,Filipendula digitata,Filipendula glaberrima Nakai,Filipendula glaberrima
371660,Fragaria muricata D.H.Kent,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371669,Fragaria magna Thuill.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371670,Fragaria elatior var. communis Poit.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371672,Fragaria elatior var. mascula Poit.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371673,Fragaria moschata dioica Duchesne,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371674,Fragaria moschata f. rubriflora Heimerl,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371675,Fragaria moschata subvar. rubriflora (Heimerl) Asch. & Graebn.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371677,Fragaria muricata Mill.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371678,Fragaria grandiflora Chevall.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371679,Fragaria grandiflora Crantz,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371680,Fragaria elatior f. altissima F.Gérard,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371681,Fragaria elatior var. dioica (Duchesne) Ser.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371682,Fragaria elatior var. magna (Thuill.) Mutel,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371684,Fragaria vesca moschata Duchesne,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371687,Fragaria reversa Kit.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371688,Fragaria vesca var. elatior Ehrh. ex T.Lestib.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371689,Fragaria vesca var. magna (Thuill.) DC.,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata Duchesne ex Weston,Fragaria moschata,Fragaria moschata subsp. moschata,Fragaria moschata
371712,Fragaria collina var. pendula (Weston) Sm.,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis,Fragaria viridis subsp. viridis,Fragaria viridis
371715,Fragaria collina var. abortiva (Weston) Sm.,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis,Fragaria viridis subsp. viridis,Fragaria viridis
371718,Fragaria vesca var. abortiva (Weston) Sm.,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis,Fragaria viridis subsp. viridis,Fragaria viridis
371719,Fragaria vesca var. majaufea Duchesne ex Heynh.,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis,Fragaria viridis subsp. viridis,Fragaria viridis
371720,Fragaria vesca var. zapateriana (Pau) Rivas Goday & Borja,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis,Fragaria viridis subsp. viridis,Fragaria viridis
371721,Fragaria viridis var. pratensis L. ex Weston,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis Weston,Fragaria viridis,Fragaria viridis subsp. viridis,Fragaria viridis
371796,Geum schofieldii Calder & Roy L.Taylor,Geum × macranthum (Kearney ex Rydb.) B.Boivin,Geum × macranthum (Kearney ex Rydb.) B.Boivin,Geum × macranthum (Kearney ex Rydb.) B.Boivin,Geum × macranthum,Geum schofieldii Calder & Roy L.Taylor,Geum schofieldii
372014,Malus ringo sublobata Dippel,Malus asiatica Nakai,Malus asiatica Nakai,Malus asiatica Nakai,Malus asiatica,Malus × sublobata (Dippel) Rehder,Malus × sublobata
372346,Malus × purpurea var. eleyi (Bean) Rehder,Malus × purpurea (A.Barbier) Rehder,Malus × purpurea (A.Barbier) Rehder,Malus × purpurea (A.Barbier) Rehder,Malus × purpurea,Malus × eleyi (Bean) Hesse,Malus × eleyi
372347,Malus × purpurea f. eleyi (Bean) Rehder,Malus × purpurea (A.Barbier) Rehder,Malus × purpurea (A.Barbier) Rehder,Malus × purpurea (A.Barbier) Rehder,Malus × purpurea,Malus × eleyi (Bean) Hesse,Malus × eleyi
372716,Potentilla arenaria var. tommasiniana (F.W.Schultz) Th.Wolf,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea,Potentilla tommasiniana F.W.Schultz,Potentilla tommasiniana
372722,Potentilla clementei Jord.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea,Potentilla velutina Lehm.,Potentilla velutina
372758,Potentilla incana (Lam.) Zimmeter,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea,Potentilla velutina Lehm.,Potentilla velutina
372764,Fragaria incana Lam.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea,Potentilla velutina Lehm.,Potentilla velutina
373058,Potentilla adscendens var. oligotricha (Borbás ex Zimmeter) Soó,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata,Potentilla patula Waldst. & Kit.,Potentilla patula
373470,Potentilla pedata var. laciniosa (Waldst. & Kit. ex Nestl.) Velen.,Potentilla pedata Willd. ex Hornem.,Potentilla pedata Willd. ex Hornem.,Potentilla pedata Willd. ex Hornem.,Potentilla pedata,Potentilla recta subsp. laciniosa (Waldst. & Kit. ex Nestl.) Nyman,Potentilla recta
373570,Potentilla recta var. crassa (Tausch ex Opiz) Asch. & Graebn. ex Th.Wolf,Potentilla recta L.,Potentilla recta L.,Potentilla recta L.,Potentilla recta,Potentilla recta subsp. crassa (Tausch ex Opiz) Jáv.,Potentilla recta
373572,Potentilla recta proles obscura (Willd.) Hayek,Potentilla recta L.,Potentilla recta L.,Potentilla recta L.,Potentilla recta,Potentilla recta subsp. obscura (Willd.) Arcang.,Potentilla recta
373574,Potentilla recta proles sulphurea (Lam.) Hayek,Potentilla recta L.,Potentilla recta L.,Potentilla recta L.,Potentilla recta,Potentilla recta subsp. recta,Potentilla recta
373576,Potentilla crassa f. castrilensis Degen & Hervier,Potentilla recta L.,Potentilla recta L.,Potentilla recta L.,Potentilla recta,Potentilla recta subsp. recta,Potentilla recta
373579,Potentilla asturica var. pseudovelutina Losa,Potentilla recta L.,Potentilla recta L.,Potentilla recta L.,Potentilla recta,Potentilla recta subsp. recta,Potentilla recta
373616,Potentilla reptans proles lanata (Lange) Th.Wolf,Potentilla reptans L.,Potentilla reptans L.,Potentilla reptans L.,Potentilla reptans,Potentilla reptans var. reptans,Potentilla reptans
374027,Pygeum tokangpengii Merr.,Prunus arborea var. montana (Hook.f.) Kalkman,Prunus arborea var. montana (Hook.f.) Kalkman,Prunus arborea var. montana (Hook.f.) Kalkman,Prunus arborea,Prunus topengii (Merr.) J.Wen & L.Zhao,Prunus topengii
374028,Pygeum topengii Merr.,Prunus arborea var. montana (Hook.f.) Kalkman,Prunus arborea var. montana (Hook.f.) Kalkman,Prunus arborea var. montana (Hook.f.) Kalkman,Prunus arborea,Prunus topengii (Merr.) J.Wen & L.Zhao,Prunus topengii
374232,Prunus avium subsp. duracina (L.) Schübl. & G.Martens,Prunus cerasus L.,Prunus cerasus L.,Prunus cerasus L.,Prunus cerasus,Prunus avium (L.) L.,Prunus avium
374324,Cerasus avium subsp. duracina (L.) Janch.,Prunus cerasus L.,Prunus cerasus L.,Prunus cerasus L.,Prunus cerasus,Prunus avium (L.) L.,Prunus avium
374509,Cerasus incana var. velutina Browicz,Prunus incana (Pall.) Batsch,Prunus incana (Pall.) Batsch,Prunus incana (Pall.) Batsch,Prunus incana,"Prunus alidagensis Erol, Ciftci & Yaprak",Prunus alidagensis
375018,Prunus serrulata subf. albida Miyoshi,Prunus serrulata Lindl.,Prunus serrulata Lindl.,Prunus serrulata Lindl.,Prunus serrulata,Prunus × lannesiana (Carrière) E.H.Wilson,Prunus × lannesiana
375068,Prunus serrulata f. spiralis Miyoshi,Prunus serrulata Lindl.,Prunus serrulata Lindl.,Prunus serrulata Lindl.,Prunus serrulata,Prunus × lannesiana (Carrière) E.H.Wilson,Prunus × lannesiana
375566,Rosa sepium var. klukii (Besser) Rapin ex Reut.,Rosa balsamica Besser,Rosa balsamica Besser,Rosa balsamica Besser,Rosa balsamica,Rosa rubiginosa L.,Rosa rubiginosa
375724,Rosa klukii Besser,Rosa balsamica Besser,Rosa balsamica Besser,Rosa balsamica Besser,Rosa balsamica,Rosa rubiginosa L.,Rosa rubiginosa
376032,Rosa reuteri var. implexa (Gren.) Wolley-Dod,Rosa dumalis Bechst.,Rosa dumalis Bechst.,Rosa dumalis Bechst.,Rosa dumalis,Rosa × implexa Gren.,Rosa × implexa
376044,Rosa dumetorum subvar. implexa (Gren.) Nyman,Rosa dumalis Bechst.,Rosa dumalis Bechst.,Rosa dumalis Bechst.,Rosa dumalis,Rosa × implexa Gren.,Rosa × implexa
376120,Rosa reuteri f. subcollina Christ,Rosa dumalis Bechst.,Rosa dumalis Bechst.,Rosa dumalis Bechst.,Rosa dumalis,Rosa corymbifera Borkh.,Rosa corymbifera
376266,Rosa afzeliana subsp. subcollina (Christ) R.Keller,Rosa dumalis Bechst.,Rosa dumalis Bechst.,Rosa dumalis Bechst.,Rosa dumalis,Rosa corymbifera Borkh.,Rosa corymbifera
376573,Rosa elliptica subvar. vetteri (Favrat) R.Keller,Rosa inodora Fr.,Rosa inodora Fr.,Rosa inodora Fr.,Rosa inodora,Rosa × vetteri Favrat,Rosa × vetteri
377010,Rosa pouzinii var. almeriensis (Rouy) C.Vicioso,Rosa pouzinii Tratt.,Rosa pouzinii Tratt.,Rosa pouzinii Tratt.,Rosa pouzinii,Rosa × almeriensis Rouy,Rosa × almeriensis
377014,Rosa pouzinii var. histricosa (Crép.) Rouy ex C.Vicioso,Rosa pouzinii Tratt.,Rosa pouzinii Tratt.,Rosa pouzinii Tratt.,Rosa pouzinii,Rosa × andegavensis Bastard,Rosa × andegavensis
377066,Rosa sepium var. almeriensis (Rouy) Nyman,Rosa pouzinii Tratt.,Rosa pouzinii Tratt.,Rosa pouzinii Tratt.,Rosa pouzinii,Rosa × almeriensis Rouy,Rosa × almeriensis
377247,Rosa rubiginosa subsp. columnifera Schwertschl.,Rosa rubiginosa L.,Rosa rubiginosa L.,Rosa rubiginosa L.,Rosa rubiginosa,Rosa × bigeneris Duffort ex Rouy,Rosa × bigeneris
377329,Rosa rubiginosa var. jundzilliana (Besser) Schmalh.,Rosa rubiginosa L.,Rosa rubiginosa L.,Rosa rubiginosa L.,Rosa rubiginosa,Rosa marginata Wallr.,Rosa marginata
377696,Rosa tomentosa var. farinulenta (Crép.) Nyman,Rosa tomentosa Sm.,Rosa tomentosa Sm.,Rosa tomentosa Sm.,Rosa tomentosa,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula
377758,Rosa tomentosa var. intermedia Crép.,Rosa tomentosa Sm.,Rosa tomentosa Sm.,Rosa tomentosa Sm.,Rosa tomentosa,Rosa multiflora var. multiflora,Rosa multiflora
377927,Rosa pomifera var. mollis (Sm.) Schinz & R.Keller,Rosa villosa L.,Rosa villosa L.,Rosa villosa L.,Rosa villosa,Rosa mollis Sm.,Rosa mollis
378186,Rubus affinis lentiginosus (Lees) Bab.,Rubus affinis Weihe & Nees,Rubus affinis Weihe & Nees,Rubus affinis Weihe & Nees,Rubus affinis,Rubus lentiginosus Lees,Rubus lentiginosus
378247,Rubus apetalus f. pyramidalis Gust.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus adolfi-friederici Engl.,Rubus adolfi-friederici
378250,Rubus apetalus var. grossoserratus Hauman,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus adolfi-friederici Engl.,Rubus adolfi-friederici
378251,Rubus chiovendae Gust.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus quartinianus A.Rich.,Rubus quartinianus
378252,Rubus arabicus var. schimperi Focke ex Gust.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus quartinianus A.Rich.,Rubus quartinianus
378253,Rubus assaortinus Chiov.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus quartinianus A.Rich.,Rubus quartinianus
378256,Rubus interjungens Gust.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus exsuccus Steud. ex A.Rich.,Rubus exsuccus
378257,Rubus gortanii Chiov.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus quartinianus A.Rich.,Rubus quartinianus
378258,Rubus exsuccus Steud. ex A.Rich.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus exsuccus Steud. ex A.Rich.,Rubus exsuccus
378259,Rubus exsuccus var. erythraeus Fiori,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus quartinianus A.Rich.,Rubus quartinianus
378260,Rubus quartinianus A.Rich.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus quartinianus A.Rich.,Rubus quartinianus
378261,Rubus quartinianus var. hararensis Engl. ex Gust.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus adolfi-friederici Engl.,Rubus adolfi-friederici
378262,Rubus quartinianus var. pappianus Gust.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus quartinianus A.Rich.,Rubus quartinianus
378263,Rubus pinnatiformis Gust.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus adolfi-friederici Engl.,Rubus adolfi-friederici
378264,Rubus petalabigens Gust.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus quartinianus A.Rich.,Rubus quartinianus
378265,Rubus petitianus A.Rich.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus,Rubus quartinianus A.Rich.,Rubus quartinianus
378320,Rubus babingtonii var. gallicus Sudre,Rubus babingtonii T.B.Salter,Rubus babingtonii T.B.Salter,Rubus babingtonii T.B.Salter,Rubus babingtonii,Rubus phaeocarpus W.C.R.Watson,Rubus phaeocarpus
378773,Rubus davidianus Kuntze,Rubus crataegifolius Bunge,Rubus crataegifolius Bunge,Rubus crataegifolius Bunge,Rubus crataegifolius,Rubus lambertianus var. lambertianus,Rubus lambertianus
379014,Rubus rhamnifolius subsp. porphyracanthus (Focke) Focke,Rubus germanicus Focke ex Thomé,Rubus germanicus Focke ex Thomé,Rubus germanicus Focke ex Thomé,Rubus germanicus,Rubus chaerophyllus Sagorski & W.Schultze,Rubus chaerophyllus
379057,Rubus godronii var. confusus (Ripart ex Genev.) Sudre,Rubus godronii Lecoq & Lamotte,Rubus godronii Lecoq & Lamotte,Rubus godronii Lecoq & Lamotte,Rubus godronii,Rubus ulmifolius Schott,Rubus ulmifolius
379102,Rubus gratus var. microphyllus (Frid. & Gelert) H.E.Weber,Rubus gratus Focke,Rubus gratus Focke,Rubus gratus Focke,Rubus gratus,Rubus sciocharis (Sudre) C.K.Schneid.,Rubus sciocharis
379854,Rubus pyramidalis var. transiens Sudre,Rubus pampinosus Lees,Rubus pampinosus Lees,Rubus pampinosus Lees,Rubus pampinosus,Rubus favonii W.C.R.Watson,Rubus favonii
379856,Rubus favonii W.C.R.Watson,Rubus pampinosus Lees,Rubus pampinosus Lees,Rubus pampinosus Lees,Rubus pampinosus,Rubus favonii W.C.R.Watson,Rubus favonii
379904,Rubus sertatus L.H.Bailey,Rubus pensilvanicus Poir.,Rubus pensilvanicus Poir.,Rubus pensilvanicus Poir.,Rubus pensilvanicus,Rubus laudatus A.Berger,Rubus laudatus
379911,Rubus virilis L.H.Bailey,Rubus pensilvanicus Poir.,Rubus pensilvanicus Poir.,Rubus pensilvanicus Poir.,Rubus pensilvanicus,Rubus laudatus A.Berger,Rubus laudatus
379929,Rubus bushii L.H.Bailey,Rubus pensilvanicus Poir.,Rubus pensilvanicus Poir.,Rubus pensilvanicus Poir.,Rubus pensilvanicus,Rubus laudatus A.Berger,Rubus laudatus
379961,Rubus laudatus A.Berger,Rubus pensilvanicus Poir.,Rubus pensilvanicus Poir.,Rubus pensilvanicus Poir.,Rubus pensilvanicus,Rubus laudatus A.Berger,Rubus laudatus
379995,Rubus serpens proles stramineus (Boulay) Boulay,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus,Rubus rivularis Wirtg. & P.J.Müll.,Rubus rivularis
380002,Rubus serpens var. typicus Beck,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus,Rubus serpens Weihe ex Lej. & Courtois,Rubus serpens
380025,Rubus madagascarius Gust.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus,Rubus madagascarius Gust.,Rubus madagascarius
380042,Rubus serpens subsp. longipes (Boulay) Boulay,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus,Rubus hirtus Waldst. & Kit.,Rubus hirtus
380061,Rubus serpens var. leptopetalus (Focke ex Gremli) Sudre,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus,Rubus chlorostachys P.J.Müll.,Rubus chlorostachys
380072,Rubus serpens var. chlorostachys (P.J.Müll.) Sudre,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus,Rubus chlorostachys P.J.Müll.,Rubus chlorostachys
380108,Rubus subulatus Welw. ex Focke,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus,Rubus kingaensis Engl.,Rubus kingaensis
380112,Rubus kingaensis Engl.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus,Rubus kingaensis Engl.,Rubus kingaensis
380116,Rubus pinnatus subsp. afrotropicus Engl.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus,Rubus kingaensis Engl.,Rubus kingaensis
380117,Rubus pinnatus subvar. concolor Hauman,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus,Rubus kingaensis Engl.,Rubus kingaensis
380118,Rubus pinnatus var. defensus Gust.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus,Rubus kingaensis Engl.,Rubus kingaensis
380119,Rubus pinnatus var. ledermannii Engl.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus,Rubus kingaensis Engl.,Rubus kingaensis
380120,Rubus pinnatus f. lobatus Gust.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus,Rubus kingaensis Engl.,Rubus kingaensis
380121,Rubus pinnatus var. mutatus Gust.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus,Rubus kingaensis Engl.,Rubus kingaensis
